AP_RNTLS,INS_ANCIL_RNTLS,EARNED_PTS,D_RNTLS,NUM_1D_RNTLS,NUM_2D_RNTLS,NUM_3D_RNTLS,NUM_4D_RNTLS,NUM_5D_RNTLS,NUM_GT5D_RNTLS,REVENUE,Religious.Contributor,Religious.Magazine,RevenuePerDay,STATE.ABBREVIATION,Special.Foods.Buyer,Sports.Magazine.Male,Upscale.Merch.Buyer,NUM_RENTALS,News.and.finance,Num_Adults.in.LU,NumberOfDays,OAP_RNTLS,OCCUPATION.GROUP.V2,Opportunity.seeker,Political.Contributor,HTZ_ZIP,Health.Contributor,ID_RNTLS,LENGTH.OF.RESIDENCE,MAIL.RESPONDER,MARITAL.STATUS,Male.Merch.Buyer,CHILDREN..AGE.0.18.VERSION.3,COMBINED.AGE,CURRENT_TIER,Crafts.Hobby.Buyer,Culinary.Magazine,D.I.Yers,DWELLING.TYPE,DWELLING.UNIT.SIZE,EDUCATION.MODEL,EMAIL_OPTIN,EST.HOUSEHOLD.INCOME.V5,Family.Magazine,Female.Merch.buyer,Female.Orient.Magazine,GENDER,GPR_ENROLL_DATE,Gardening.Buyer,Gardening.Magazinr,General.Contributor,General.Merch.buyer,Gifts.and.Gadgets.Buyer,HTZ_CITY,HTZ_CUSTID,HTZ_STATE,NONINS_ANCIL_RNTLS,fitness.magazine,clu#
87,0,9411,14,37,25,18,4,1,52,8224.65,1,1,1.991440678,TX,1,1,0,89,1,4,4130,0,1,1,1,75089275610,1,75,20,U,M,1,5U,50,PL,1,1,1,S,A,1,Y,A,1,1,1,M,20-03-06,1,1,1,1,1,ROWLETT,204341823,TX,0,1,4
16,0,1377,16,2,1,7,4,0,17,3915.53,1,1,0.540520431,MI,1,1,0,19,1,2,7244,3,4,1,1,49646975054,1,3,13,M,M,1,5N,62,RG,1,1,1,S,A,3,Y,F,1,1,1,M,09-09-97,1,1,1,2,2,KALKASKA,204341834,MI,0,6,3
1,0,0,9,8,1,0,0,0,1,1115.67,1,1,0.117303123,FL,1,1,0,9,1,2,9511,8,9,1,2,33160491430,1,0,12,M,U,1,5N,81,RG,1,1,1,A,C,4,N,E,1,1,1,M,26-06-91,1,1,1,1,1,AVENTURA,204341840,FL,0,1,2
2,0,275,2,1,1,0,0,1,2,222.41,1,1,0.026000701,CA,1,2,1,3,1,4,8554,1,9,2,2,949011440,2,1,22,M,M,1,5N,83,RG,3,1,1,S,A,3,Y,H,3,3,4,M,07-02-94,1,1,1,2,1,SAN RAFAEL,204341847,CA,0,1,1
17,0,2918,2,0,1,1,12,2,17,2274.74,1,1,0.404974186,MI,1,1,0,17,1,2,5617,0,3,1,1,48070164226,1,15,12,M,U,1,5Y,48,RG,1,1,1,S,A,4,Y,L,2,1,1,M,22-02-02,1,1,1,1,1,HUNTINGTON WOODS,204341853,MI,0,3,3
14,0,0,1,1,4,9,0,0,13,1561.9,1,1,0.428740049,MI,1,1,0,14,1,4,3643,0,1,1,1,480654277,1,13,6,Y,M,1,1Y,39,RG,1,1,1,S,A,2,,L,1,1,1,M,20-07-07,1,1,1,1,1,BRUCE TWP,204341883,MI,0,2,2
2,0,275,3,1,2,0,0,0,2,383.26,1,1,0.069632994,FL,1,1,0,3,2,5,5504,1,1,9,1,33139511850,1,0,20,M,M,2,1Y,50,RG,1,2,1,S,A,3,N,G,3,3,1,M,15-06-02,1,1,1,3,2,MIAMI BEACH,204341895,FL,0,6,1
2,0,0,1,1,0,2,0,0,2,279.28,1,1,0.037613468,PA,1,1,0,3,1,2,7425,1,1,1,1,18902145373,1,2,18,M,M,1,1Y,57,RG,1,1,1,S,A,4,Y,K,1,1,1,M,12-03-97,1,1,1,2,2,DOYLESTOWN,204341904,PA,0,1,2
0,2,275,7,2,3,1,0,0,5,2917.75,3,1,0.340341771,TX,5,1,1,7,3,3,8573,7,9,2,2,797051808,3,0,31,M,M,2,5N,67,FG,1,3,1,S,A,4,N,L,5,4,2,M,19-01-94,1,1,1,9,3,MIDLAND,204341906,TX,0,3,1
10,0,2052,10,2,1,3,2,0,8,809.28,1,1,0.101261261,TX,1,1,0,10,1,3,7992,0,8,1,1,78023451626,1,0,12,U,U,1,5N,22,RG,1,1,1,S,A,2,Y,D,1,1,1,F,23-08-95,1,1,1,1,1,HELOTES,204341909,TX,0,1,3
1,1,0,0,0,0,1,0,0,1,135.7,1,1,0.028106877,CA,1,1,0,1,1,2,4828,0,2,1,1,90025379914,1,1,11,M,M,1,5Y,45,RG,1,1,1,A,F,2,Y,F,1,1,1,F,21-04-04,1,1,1,1,1,LOS ANGELES,204341919,CA,0,3,2
1,0,1005,5,2,1,5,1,2,11,2351.4,1,1,0.345033015,MA,1,1,0,13,1,2,6815,12,1,1,1,2476,1,8,12,U,M,1,1Y,51,RG,1,1,1,S,A,4,N,H,1,1,1,M,12-11-98,1,1,1,1,1,ARLINGTON,204341923,MA,0,1,1
3,0,0,1,0,0,2,0,0,3,494.335,1,1,0.131542044,CA,1,1,0,3,1,2,3758,0,1,1,1,94040446331,1,2,9,Y,M,1,5N,57,RG,1,1,1,S,A,4,Y,L,1,1,1,M,27-03-07,1,1,1,1,1,MOUNTAIN VIEW,204341933,CA,0,2,2
2,1,47,2,1,0,1,0,0,1,247.57,1,1,0.140744741,IN,1,1,0,2,1,2,1759,0,8,1,1,47630,1,0,6,U,U,1,5N,58,RG,1,1,1,A,E,1,Y,B,1,1,1,M,15-09-12,1,1,1,1,1,NEWBURGH,204341937,IN,0,1,2
10,0,275,11,1,3,2,2,0,11,1345.38,1,1,0.453753794,WA,1,1,0,12,1,4,2965,2,3,1,1,980724703,1,1,27,Y,M,1,5N,56,RG,1,1,1,S,A,3,Y,B,1,1,1,F,28-05-09,1,1,1,1,1,WOODINVILLE,204341938,WA,0,1,1
17,0,9792,3,1,3,4,2,0,16,7238.04,1,1,2.509722607,NJ,1,1,0,17,1,2,2884,0,1,1,1,7901,1,14,6,M,M,1,5Y,40,PL,1,1,1,S,A,3,N,L,1,1,1,M,17-08-09,1,1,1,1,1,SUMMIT,204341942,NJ,0,3,4
1,0,0,1,0,1,1,0,0,3,340.33,1,1,0.056178607,GA,1,1,0,3,1,3,6058,1,1,1,1,30075527608,1,2,16,U,M,1,5U,49,RG,1,1,1,S,A,2,Y,K,1,1,1,M,08-12-00,1,1,1,1,1,ROSWELL,204341956,GA,0,1,2
2,0,0,1,0,0,0,0,0,2,1158.56,1,1,0.469623024,CA,1,1,0,2,1,4,2467,0,4,1,1,92625130107,1,1,14,U,M,1,5N,56,RG,1,1,1,S,A,3,Y,B,1,1,1,M,08-10-10,1,1,1,1,1,CORONA DEL MAR,204341957,CA,0,1,2
9,0,275,9,0,2,3,1,0,9,1612.99,1,1,0.763003784,FL,1,1,0,9,1,1,2114,0,3,1,1,32608,1,0,3,U,M,1,5U,53,RG,1,1,1,S,A,2,N,G,1,1,1,F,26-09-11,1,1,1,1,1,GAINESVILLE,204341970,FL,0,1,1
7,0,2410,10,1,2,5,2,0,10,1412.84,1,1,0.7168138,TX,1,1,0,11,1,1,1971,4,5,1,1,77429,1,1,1,U,M,1,1Y,45,RG,1,1,1,S,A,2,Y,F,1,1,1,F,16-02-12,1,1,1,1,1,CYPRESS,204341976,AL,0,1,3
7,0,1501,7,0,0,1,1,1,7,1600.39,1,1,0.454269089,KY,1,1,0,7,1,1,3523,0,8,1,1,410173360,1,0,6,U,M,1,1Y,34,RG,1,1,1,S,A,2,Y,F,1,1,1,F,17-11-07,1,1,1,1,1,EDGEWOOD,204341988,KY,0,1,3
9,8,630,12,3,2,2,4,0,14,2973.8577,2,1,1.519600255,HI,1,2,0,17,1,2,1957,0,1,1,1,96816,1,5,14,M,M,1,5U,40,RG,1,1,1,A,B,2,Y,K,3,1,2,M,01-03-12,1,1,1,1,1,HONOLULU,204342002,HI,0,4,1
2,0,0,1,0,0,1,1,0,2,353,1,1,0.077141608,NC,1,2,0,2,1,1,4576,0,9,1,1,28277373225,1,1,18,M,U,1,5N,72,RG,1,1,1,S,A,3,Y,H,1,2,1,F,29-12-04,1,1,1,1,1,CHARLOTTE,204342012,NC,0,4,2
2,0,0,1,0,0,0,0,0,2,958.95,1,1,0.191330806,CA,1,1,0,2,1,4,5012,0,9,1,1,92131133880,1,1,21,M,M,1,5N,75,RG,1,1,1,S,A,3,Y,G,2,2,1,M,20-10-03,2,1,1,5,1,SAN DIEGO,204342015,CA,0,3,2
3,0,0,0,1,2,0,0,1,3,356,1,1,0.054710312,FL,1,1,0,4,1,2,6507,0,9,1,1,32712200438,2,4,12,M,M,1,5N,66,RG,1,1,1,S,A,3,N,E,1,1,1,F,16-09-99,1,1,1,2,1,APOPKA,204342016,FL,0,2,2
0,0,0,0,0,0,0,0,0,1,132.25,1,1,0.018553591,MA,1,1,0,1,3,2,7128,1,1,2,1,1801396011,1,1,18,M,M,1,1Y,55,RG,1,1,1,S,A,3,N,H,2,1,1,M,03-01-98,1,1,1,1,1,WOBURN,204342030,MA,0,3,2
4,0,0,0,1,0,1,1,1,3,575.19,1,1,0.105616967,CO,1,1,0,4,1,3,5446,0,1,1,1,80210191542,1,4,16,U,M,1,1Y,49,RG,1,1,1,S,A,2,Y,L,1,1,1,M,12-08-02,1,1,1,1,1,DENVER,204342034,CO,0,1,2
0,0,20,4,0,2,0,0,0,4,2501,1,1,1.248627059,NY,1,1,0,4,1,2,2003,4,9,2,1,11971,1,0,17,M,M,1,5N,70,FG,1,1,3,S,A,4,Y,H,1,1,1,M,15-01-12,1,2,1,1,1,SOUTHOLD,204342048,NY,0,2,2
40,17,275,34,4,27,8,3,2,40,5532.94,1,1,0.942418668,CA,1,1,0,44,1,4,5871,1,1,1,1,95125,1,10,1,U,M,1,5N,55,PC,1,1,1,S,A,4,N,L,1,1,1,M,13-06-01,1,1,1,1,1,SAN JOSE,204342054,CA,0,1,1
17,0,5958,3,1,1,0,1,1,16,4660.79,1,1,1.291435301,MD,1,1,0,17,1,1,3609,0,1,2,2,20874283809,1,14,23,M,S,1,5N,56,FG,2,1,1,S,A,3,Y,I,1,2,2,F,23-08-07,1,1,1,2,2,GERMANTOWN,204342059,MD,0,3,4
3,0,0,2,0,0,0,0,1,3,602.82,1,1,0.186458398,UT,1,2,0,3,1,4,3233,0,1,1,1,84010161077,1,1,23,M,U,1,5U,66,RG,1,1,1,S,A,3,Y,F,1,1,1,M,02-09-08,1,1,1,1,1,BOUNTIFUL,204342065,UT,0,2,2
5,2,350,7,2,2,0,0,1,8,2985.7619,1,1,0.841296675,OR,1,1,0,10,1,1,3549,0,2,1,1,97124,1,3,8,U,S,1,5U,41,RG,1,1,1,S,A,2,N,J,1,1,1,M,22-10-07,1,1,1,1,1,HILLSBORO,204342079,OR,0,1,1
0,0,0,1,0,0,0,0,0,1,227.3,1,1,0.115205271,FL,1,1,0,1,1,5,1973,0,2,3,2,33332,2,0,24,M,U,1,5U,65,RG,1,1,1,S,A,3,Y,J,2,1,1,M,14-02-12,1,1,1,1,1,WESTON,204342100,FL,0,2,2
2,0,0,2,0,0,0,1,1,2,322.76,1,1,0.070073817,TX,1,1,0,2,1,2,4606,0,3,1,2,75243631320,3,0,22,M,M,1,1Y,41,RG,1,1,1,S,A,1,Y,H,2,2,1,M,29-11-04,1,1,1,2,2,DALLAS,204342103,TX,0,1,2
3,3,0,3,2,0,0,0,0,1,645.52,1,1,0.189080258,PA,1,1,0,3,1,3,3414,0,2,1,1,19335362520,1,0,26,U,M,1,1Y,64,RG,1,1,1,S,A,3,Y,I,1,1,1,M,05-03-08,1,1,1,1,1,DOWNINGTOWN,204342104,PA,0,1,2
67,1,275,43,15,21,16,11,4,76,22745.96,1,1,3.367776133,IN,1,1,0,91,1,2,6754,0,9,1,1,46143723501,1,48,12,M,M,1,5N,65,PC,1,1,1,S,A,2,N,H,1,1,1,F,12-01-99,1,1,1,1,1,GREENWOOD,204342123,IN,0,1,1
4,0,1850,4,1,1,2,1,0,6,2174.89,1,1,1.037143538,CA,1,1,0,7,1,2,2097,2,2,2,1,94556,3,3,2,M,M,1,5Y,48,RG,1,1,1,S,A,3,Y,B,2,1,1,M,13-10-11,1,1,1,1,1,MORAGA,204342131,CA,0,4,3
2,0,946,2,0,0,1,0,0,2,579.76,1,1,0.579180819,TX,1,1,0,2,1,2,1001,0,4,1,1,77304274902,1,0,24,U,M,1,5U,32,RG,1,1,1,S,A,4,Y,G,1,1,1,M,13-10-14,1,1,1,1,1,CONROE,204342133,TX,0,1,1
13,0,0,0,3,4,5,1,0,10,1097,1,1,0.231825866,CA,1,1,0,13,1,4,4732,0,1,1,1,95032,1,13,4,U,M,1,1Y,39,RG,1,1,1,S,A,3,Y,J,1,1,1,M,26-07-04,1,1,1,1,1,LOS GATOS,204342157,CA,0,1,2
11,0,275,15,6,3,1,1,0,9,7161.14,2,1,1.232554217,CA,2,1,2,15,4,4,5810,3,3,1,4,93150030909,1,0,6,M,M,3,5N,72,FG,2,2,2,P,A,4,N,F,1,4,3,M,13-08-01,1,1,1,2,2,SANTA BARBARA,204342164,CA,0,7,1
28,0,884,28,2,1,8,15,0,26,4068.98,1,1,1.673788564,FL,1,1,0,28,1,3,2431,0,4,1,1,32259,1,0,11,U,M,1,1Y,41,FG,1,1,1,S,A,3,Y,K,1,1,1,F,13-11-10,1,1,1,1,1,JACKSONVILLE,204342174,FL,0,1,1
44,0,5748,51,10,17,13,6,0,41,6430.2616,1,1,1.597183706,NC,1,1,0,51,1,3,4026,0,1,1,1,28803349723,1,0,7,M,M,1,1Y,42,FG,1,1,1,S,A,4,N,K,1,1,1,M,02-07-06,1,1,1,1,1,ASHEVILLE,204342184,NC,0,2,4
2,0,350,1,0,1,0,1,0,2,220.98,1,1,0.077564058,SC,1,1,0,2,1,2,2849,0,6,1,1,29745,1,1,9,Y,M,1,5U,51,RG,1,1,1,S,A,5,Y,E,1,1,1,M,21-09-09,1,1,1,1,1,YORK,204342191,SC,0,2,1
17,3,748,17,1,5,5,1,1,16,7169.39,1,1,1.993712458,IL,1,2,0,17,2,2,3596,0,9,1,1,60191191638,2,0,20,M,M,1,5N,69,FG,1,1,1,S,A,3,Y,F,3,1,1,M,05-09-07,1,1,1,4,1,WOOD DALE,204342203,IL,0,4,1
18,0,2479,2,4,4,8,3,0,15,2334.47,1,1,1.066942413,GA,1,1,0,19,1,3,2188,1,9,1,1,30002,1,17,11,U,U,1,5U,73,RG,1,1,1,S,A,4,N,G,1,1,1,M,14-07-11,1,1,1,1,1,AVONDALE ESTATES,204342206,GA,0,1,3
2,1,162,2,0,0,0,1,0,2,413.56,1,1,0.196652401,CT,1,1,1,2,1,1,2103,0,3,1,1,69053002,1,0,30,M,M,2,5N,75,RG,1,1,1,S,A,2,Y,E,1,2,1,M,07-10-11,1,1,1,1,2,STAMFORD,204342215,CT,0,1,1
10,0,726,10,2,1,3,2,0,8,1970.34,1,1,0.305337053,CO,1,1,0,10,1,1,6453,0,1,1,1,80231290195,1,0,14,M,M,1,5U,52,RG,1,1,1,S,A,4,N,L,1,1,1,M,09-11-99,1,1,1,1,1,DENVER,204342217,CO,0,2,1
1,0,922,0,0,0,1,0,0,1,97.9,1,1,0.045136007,NY,1,1,0,1,1,3,2169,0,5,1,1,11385763427,1,1,16,U,M,1,1Y,44,RG,1,1,1,S,A,1,Y,F,1,1,1,F,02-08-11,1,1,1,1,1,GLENDALE,204342243,NY,0,1,1
7,0,275,4,1,4,3,0,0,8,1050.35,1,1,0.207620083,PA,1,1,0,9,1,3,5059,0,6,1,1,15650,1,5,11,M,M,1,5N,54,FG,1,1,1,S,A,2,N,F,1,2,1,M,03-09-03,1,1,1,2,2,LATROBE,204342269,PA,0,1,1
47,0,275,11,27,15,0,1,0,20,7968.45,1,1,1.600411729,DC,1,1,0,47,1,2,4979,0,2,1,1,20008,1,36,2,U,M,1,5U,41,RG,1,1,1,S,A,1,Y,L,1,1,1,M,22-11-03,1,1,1,1,1,WASHINGTON,204342284,DC,0,1,1
3,0,275,4,1,1,2,0,0,3,821.4,1,1,0.090933245,OK,1,1,0,4,1,3,9033,1,1,1,1,73103351221,1,0,23,U,M,1,5U,36,PC,1,1,1,S,A,3,N,J,1,1,1,M,16-10-92,1,1,1,1,1,OKLAHOMA CITY,204342291,OK,0,1,1
11,0,275,11,1,4,4,0,0,11,2029.96,1,1,0.205274547,IA,1,1,0,12,1,4,9889,1,4,1,1,50325822464,1,1,7,Y,U,1,5N,57,RG,1,1,1,S,A,4,N,A,1,1,1,F,13-06-90,1,1,1,1,1,CLIVE,204342299,IA,0,1,1
0,0,0,0,0,0,0,0,1,1,295.3171,1,1,0.107427101,MI,1,1,0,1,1,2,2749,0,1,1,1,48009,1,1,4,U,M,1,5Y,42,RG,1,1,1,S,A,3,Y,K,1,1,1,M,30-12-09,1,1,1,1,1,BIRMINHAM,204342300,MI,0,1,2
5,0,1306,5,0,0,0,0,0,5,2297.18,1,1,0.525911172,CA,1,1,0,5,1,2,4368,0,8,1,1,92563,1,0,13,U,U,1,5N,54,RG,1,1,1,S,A,1,Y,G,1,1,1,M,25-07-05,1,1,1,1,1,MURRIETA,204342305,CA,0,1,3
1,0,936,3,3,0,0,0,0,0,108.25,1,1,0.049930812,CA,1,1,0,3,1,1,2168,2,5,1,1,90806554005,1,0,21,U,S,1,5U,61,RG,1,1,1,A,F,2,Y,C,1,1,1,M,03-08-11,1,1,1,1,1,LONG BEACH,204342319,CA,0,1,1
20,0,0,20,3,2,5,1,0,17,4282.54,1,1,0.784635398,RI,1,1,0,20,1,2,5458,0,3,1,1,2919332823,4,0,9,M,U,1,5N,56,FG,1,1,1,S,A,5,Y,H,1,1,1,F,31-07-02,1,1,1,1,2,JOHNSTON,204342320,RI,0,2,2
7,0,0,10,2,4,2,0,0,8,1559.17,1,1,0.399582266,CA,1,1,0,10,1,5,3902,2,1,2,1,95014280228,1,0,13,M,M,1,5U,58,RG,1,1,1,S,A,4,Y,H,1,1,1,M,03-11-06,1,1,1,1,1,CUPERTINO,204342335,CA,0,1,2
1,0,378,1,0,0,0,0,0,1,325,1,1,0.146330482,GA,1,1,0,1,1,2,2221,0,9,1,1,31602493524,1,0,9,U,M,1,5N,75,RG,1,1,1,S,A,4,N,L,1,1,1,M,11-06-11,1,1,1,1,1,VALDOSTA,204342373,GA,0,1,1
5,0,549,10,0,0,1,1,0,11,3707.669,1,1,0.469265789,VA,1,1,0,11,1,1,7901,5,9,1,1,20164230064,1,1,28,Y,U,1,5N,70,RG,1,1,1,S,A,1,N,F,1,1,1,F,22-11-95,1,1,1,1,1,STERLING,204342377,VA,0,1,1
12,0,813,2,3,7,1,0,0,9,1244.57,1,1,0.510069672,NJ,1,1,0,12,1,3,2440,0,8,1,1,8081,1,10,11,Y,M,1,1Y,41,RG,1,1,1,S,A,2,N,G,1,1,1,F,04-11-10,1,1,1,1,1,SICKLERVILLE,204342384,NJ,0,1,1
4,1,275,1,2,5,0,0,0,5,510.52,1,1,0.143444788,AR,1,1,0,7,1,2,3559,0,1,1,1,72703415593,1,6,14,Y,M,1,5U,44,RG,1,1,1,S,A,3,Y,G,1,1,1,M,12-10-07,1,1,1,1,1,FAYETTEVILLE,204342388,AR,0,2,1
4,0,2516,7,2,1,0,1,0,5,2017.06,1,1,0.309270163,CA,1,1,0,7,1,2,6522,2,1,1,1,94027205649,1,0,24,M,M,1,5Y,55,FG,1,1,1,S,A,4,Y,L,2,1,1,M,01-09-99,1,1,1,2,2,ATHERTON,204342396,CA,0,1,3
32,0,1396,30,23,4,5,0,0,10,1853.21,1,1,0.306975319,NY,1,1,0,33,1,6,6037,0,3,1,1,10990252833,1,3,22,M,M,1,1Y,54,FG,1,1,1,S,A,2,Y,H,1,1,1,M,29-12-00,1,1,1,2,1,WARWICK,204342417,NY,0,2,3
17,1,3607,6,15,4,4,0,0,9,1939.45,1,1,0.29929784,NY,1,1,0,24,1,3,6480,6,4,1,1,10004,1,18,6,U,M,1,5N,51,RG,1,1,1,A,I,3,Y,K,1,1,1,M,13-10-99,1,1,1,1,1,NEW YORK,204342419,NY,0,1,3
22,0,275,1,10,7,4,0,0,12,2956.84,1,1,0.327809313,TX,1,1,0,22,2,2,9020,0,1,1,1,78209,1,21,8,M,M,1,1Y,57,RG,1,1,1,S,A,4,N,H,1,1,1,F,29-10-92,1,1,1,1,1,SAN ANTONIO,204342426,TX,0,3,1
83,6,27568,13,12,26,24,22,7,116,29713.3533,1,1,9.361484972,ID,1,1,0,128,1,1,3174,20,2,1,1,83646,1,115,1,M,M,1,5Y,34,PC,1,1,1,S,A,4,Y,E,1,1,1,M,31-10-08,1,1,1,2,1,MERIDIAN,204342433,ID,0,2,5
3,0,299,0,1,1,0,0,1,2,223.67,1,1,0.030983516,KY,1,3,0,3,1,3,7219,0,1,1,1,41011113169,1,3,8,M,U,1,5N,52,RG,1,1,1,S,A,3,N,G,1,1,1,M,04-10-97,1,1,1,1,2,COVINGTON,204342442,KY,0,5,1
3,0,275,2,1,1,0,0,0,2,432.4,1,1,0.468472373,IN,1,1,0,3,1,3,923,0,2,1,1,46168,1,1,14,U,M,1,1Y,73,RG,1,1,1,S,A,3,Y,F,1,1,1,M,30-12-14,1,1,1,1,1,PLAINFIELD,204342473,IN,0,1,1
1,0,829,1,0,0,0,0,0,1,463.8,1,1,0.169146608,NC,1,1,0,1,1,4,2742,0,3,1,1,28301578222,1,0,5,M,M,1,1Y,50,RG,1,1,1,S,A,3,N,F,1,1,1,F,06-01-10,1,1,1,2,2,FAYETTEVILLE,204342479,NC,0,1,1
4,0,183,4,0,1,2,0,0,4,268.96,1,1,0.105848091,LA,1,1,0,4,1,3,2541,0,6,1,1,71303,1,0,0,U,U,1,1Y,40,RG,1,1,1,A,B,5,Y,B,1,1,1,M,26-07-10,1,1,1,1,1,ALEXANDRIA,204342487,LA,0,1,1
2,0,275,1,0,1,1,0,0,2,160.19,1,1,0.452514124,MD,1,1,0,2,1,3,354,0,3,1,2,212342617,2,1,21,M,M,1,5N,70,RG,1,1,1,S,A,4,N,G,1,1,1,M,21-07-16,1,3,1,1,1,PARKVILLE,204342497,MD,0,1,1
147,0,22288,158,19,68,55,9,0,139,13813.7,1,1,1.909816121,AZ,1,1,0,158,1,2,7233,8,1,1,1,85255,1,0,2,U,M,1,1Y,46,PC,1,1,1,S,A,4,Y,L,1,1,1,M,20-09-97,1,1,1,1,1,SCOTTSDALE,204342498,AZ,0,1,5
37,5,6785,48,18,16,7,3,1,33,6229.85,1,1,3.411746988,NY,1,1,0,51,1,1,1826,14,6,1,1,10034,1,3,2,U,S,1,5Y,35,FG,1,1,1,A,H,4,Y,F,1,1,1,M,10-07-12,1,1,1,1,1,NEW YORK,204342507,NY,0,1,4
22,0,3638,6,8,3,11,2,0,17,2198.24,1,1,0.530975845,CA,1,1,0,25,1,1,4140,3,4,1,1,95020,1,19,11,U,S,1,5Y,39,FG,1,1,1,S,A,3,Y,E,1,1,1,F,10-03-06,1,1,1,1,1,GILROY,204342509,CA,0,1,3
2,0,0,0,1,1,0,0,0,1,100.49,1,1,0.026984425,CA,1,1,0,2,1,2,3724,0,1,1,1,95131245224,1,2,9,U,U,1,5Y,40,RG,1,1,1,S,A,4,Y,J,1,1,1,U,30-04-07,1,1,1,1,1,SAN JOSE,204342542,CA,0,1,2
9,0,275,0,3,1,0,1,0,7,3451.15,1,1,0.712900227,OH,1,1,0,10,1,2,4841,0,9,1,1,43016,1,10,8,U,M,1,5N,66,RG,1,1,1,S,A,3,N,B,1,1,1,M,08-04-04,1,1,1,1,1,DUBLIN,204342558,OH,0,1,1
1,1,0,0,1,0,0,0,0,0,49,1,1,0.227906977,CA,1,1,0,1,1,2,215,0,1,1,1,94503,1,1,3,U,M,1,5Y,32,RG,1,1,1,S,A,4,Y,K,1,1,1,F,07-12-16,1,1,1,1,1,AMERICAN CANYON,204342559,CA,0,1,2
0,0,0,0,0,0,0,0,0,1,218.16,1,1,0.045,CT,1,2,0,1,1,2,4848,1,1,1,1,6482158607,1,1,14,M,M,2,1Y,49,RG,1,1,2,S,A,2,N,L,3,1,1,M,01-04-04,1,1,1,1,1,SANDY HOOK,204342564,CT,0,5,2
130,0,19731,134,109,18,7,3,0,30,12409.58,1,1,3.289048503,SC,2,1,0,139,4,4,3773,9,1,1,1,29302140458,2,5,22,M,M,1,1Y,55,PC,1,1,1,S,A,3,N,H,3,2,2,M,12-03-07,1,1,2,6,2,SPARTANBURG,204342570,SC,0,3,5
8,0,0,8,1,1,0,0,1,7,1595.01,1,1,0.192866989,TX,1,1,0,8,1,4,8270,0,3,1,1,76049,3,0,16,M,M,1,5N,62,RG,1,1,1,S,A,4,Y,L,1,1,1,M,18-11-94,1,1,1,1,1,GRANBURY,204342572,TX,0,3,2
0,0,0,1,1,0,0,0,0,0,49.6,1,1,0.018794998,CO,1,1,0,1,1,3,2639,1,3,1,1,80301,1,0,5,U,M,1,1Y,53,RG,1,1,1,S,A,4,N,F,1,1,1,M,19-04-10,1,1,1,1,1,BOULDER,204342575,CO,0,1,2
2,0,656,0,0,1,0,1,0,3,450,1,1,0.061132998,NC,1,1,0,3,1,4,7361,0,2,1,1,28348218445,1,3,30,M,U,1,1Y,59,RG,1,1,1,S,A,4,N,F,1,1,1,M,15-05-97,1,1,1,1,1,HOPE MILLS,204342580,NC,0,2,1
4,0,1767,4,1,0,0,1,0,3,795.58,1,1,0.127660462,FL,1,1,0,4,1,2,6232,0,6,1,1,334422672,1,0,0,U,M,1,5N,81,RG,1,1,1,S,A,1,Y,E,1,1,1,M,17-06-00,1,1,1,1,1,DEERFIELD BEACH,204342584,FL,0,1,3
1,0,275,0,0,1,0,0,0,1,45.19,1,1,0.008812402,NC,1,1,0,1,1,2,5128,0,3,1,1,28504756901,1,1,22,M,M,1,5N,66,RG,1,1,1,S,A,5,Y,H,2,1,1,M,26-06-03,1,1,1,2,1,KINSTON,204342592,NC,0,4,1
4,0,0,4,3,2,0,0,0,3,621.75,1,1,0.142016903,CA,1,1,0,6,1,4,4378,2,1,1,1,95366220840,1,2,30,U,M,1,1Y,62,RG,1,1,1,S,A,5,Y,G,1,1,1,M,15-07-05,1,1,1,1,1,RIPON,204342593,CA,0,1,2
2,0,443,2,0,1,0,0,0,2,443.5,1,1,0.122581537,NJ,1,1,0,2,2,3,3618,0,3,1,1,7740560203,1,0,11,M,M,1,5N,60,RG,1,1,1,A,F,3,N,L,4,1,1,M,14-08-07,1,1,1,1,1,LONG BRANCH,204342610,NJ,0,3,1
1,0,0,0,0,0,1,0,0,1,241,1,1,0.034310934,OH,1,1,0,1,1,4,7024,0,3,1,1,44256856334,1,1,21,M,M,1,5N,64,RG,1,1,1,S,A,4,N,I,1,1,1,M,17-04-98,1,1,1,1,1,MEDINA,204342624,OH,0,1,2
12,0,1161,12,0,0,0,0,0,12,1498.08,1,1,0.684993141,VA,1,1,0,12,6,3,2187,0,3,2,3,24263,1,0,60,M,M,1,1Y,41,RG,1,1,2,S,A,5,Y,E,2,3,2,F,15-07-11,2,1,1,2,1,JONESVILLE,204342629,VA,0,5,3
5,0,1037,6,0,0,3,0,0,6,1322.532,1,1,0.685249741,CA,1,1,0,6,1,5,1930,0,2,1,1,94025,1,0,21,Y,M,1,5N,59,RG,1,1,1,S,A,3,Y,F,2,1,1,M,28-03-12,1,1,1,1,1,MENLO PARK,204342657,CA,0,1,3
3,0,275,3,0,1,0,0,1,3,636.8,1,1,0.067550652,CA,1,1,0,3,1,4,9427,0,1,1,1,94112100720,1,0,14,M,M,1,5N,62,RG,1,1,1,S,A,3,N,F,2,2,1,M,18-09-91,2,1,1,3,1,SAN FRANCISCO,204342669,CA,0,3,1
